ID,Pose,Keypoints_XY,Girth,ArcLength,Volume,fx,fy,cx,cy
SHRIMP_0,Shrimp_L,"{'head': (0.5416, 0.8569), 'spine': (0.5439, 0.8032), 'tail': (0.4962, 0.7865)}",2.5243,11.5256,53.051828,1015.6225,1015.6225,540.0,540.0
SHRIMP_1,Shrimp_^,"{'head': (0.5741, 0.2541), 'spine': (0.5418, 0.2763), 'tail': (0.548, 0.3133)}",1.8952,8.653,22.53297,1015.6225,1015.6225,540.0,540.0
SHRIMP_2,Shrimp_L,"{'head': (0.3607, 0.468), 'spine': (0.3755, 0.5104), 'tail': (0.4177, 0.5086)}",2.1441,9.7897,32.510548,1015.6225,1015.6225,540.0,540.0
SHRIMP_3,Shrimp_Straight,"{'head': (0.8372, 0.8167), 'spine': (0.8176, 0.7798), 'tail': (0.7987, 0.7453)}",1.8517,8.4545,21.193814,1015.6225,1015.6225,540.0,540.0
SHRIMP_4,Shrimp_L,"{'head': (0.8361, 0.1184), 'spine': (0.8855, 0.1014), 'tail': (0.8837, 0.0524)}",2.4163,11.0326,46.531162,1015.6225,1015.6225,540.0,540.0
SHRIMP_5,Shrimp_^,"{'head': (0.7308, 0.6417), 'spine': (0.7766, 0.6249), 'tail': (0.7806, 0.5785)}",2.3392,10.6804,42.371971,1015.6225,1015.6225,540.0,540.0
SHRIMP_6,Shrimp_Straight,"{'head': (0.3879, 0.2898), 'spine': (0.3594, 0.2546), 'tail': (0.3355, 0.225)}",2.1661,9.8902,33.928465,1015.6225,1015.6225,540.0,540.0
SHRIMP_7,Shrimp_^,"{'head': (0.7208, 0.1676), 'spine': (0.7154, 0.2211), 'tail': (0.7594, 0.2473)}",2.5529,11.656,55.077116,1015.6225,1015.6225,540.0,540.0
SHRIMP_8,Shrimp_V,"{'head': (0.6263, 0.3766), 'spine': (0.5853, 0.3739), 'tail': (0.548, 0.3629)}",1.9719,9.0036,25.472976,1015.6225,1015.6225,540.0,540.0
SHRIMP_9,Shrimp_V,"{'head': (0.8432, 0.4555), 'spine': (0.879, 0.4601), 'tail': (0.911, 0.4717)}",1.6998,7.7611,16.315571,1015.6225,1015.6225,540.0,540.0
