ID,Pose,Keypoints_XY,Girth,ArcLength,Volume,fx,fy,cx,cy
SHRIMP_0,Shrimp_L,"{'head': (0.4253, 0.6844), 'spine': (0.4582, 0.7013), 'tail': (0.4823, 0.6763)}",2.3357,10.6646,42.028173,759.4758,759.4758,540.0,540.0
SHRIMP_1,Shrimp_V,"{'head': (0.322, 0.4326), 'spine': (0.3189, 0.4091), 'tail': (0.321, 0.3868)}",1.5143,6.914,11.535217,759.4758,759.4758,540.0,540.0
SHRIMP_2,Shrimp_V,"{'head': (0.4, 0.2148), 'spine': (0.4375, 0.2071), 'tail': (0.4736, 0.2078)}",2.3943,10.9321,45.597542,759.4758,759.4758,540.0,540.0
SHRIMP_3,Shrimp_Straight,"{'head': (0.5324, 0.3708), 'spine': (0.542, 0.3389), 'tail': (0.5502, 0.3115)}",2.1246,9.7008,32.015581,759.4758,759.4758,540.0,540.0
SHRIMP_4,Shrimp_V,"{'head': (0.6269, 0.4382), 'spine': (0.6361, 0.457), 'tail': (0.6407, 0.4761)}",1.3451,6.1414,8.084021,759.4758,759.4758,540.0,540.0
SHRIMP_5,Shrimp_^,"{'head': (0.6442, 0.5863), 'spine': (0.6741, 0.5972), 'tail': (0.6956, 0.5757)}",2.055,9.3828,28.729302,759.4758,759.4758,540.0,540.0
SHRIMP_6,Shrimp_L,"{'head': (0.7783, 0.2356), 'spine': (0.8026, 0.208), 'tail': (0.7843, 0.1787)}",2.2742,10.3835,38.792155,759.4758,759.4758,540.0,540.0
SHRIMP_7,Shrimp_V,"{'head': (0.465, 0.4933), 'spine': (0.4606, 0.5316), 'tail': (0.4486, 0.5659)}",2.4618,11.2402,49.563225,759.4758,759.4758,540.0,540.0
SHRIMP_8,Shrimp_^,"{'head': (0.1988, 0.5288), 'spine': (0.2192, 0.5402), 'tail': (0.2372, 0.5271)}",1.4916,6.8104,10.985901,759.4758,759.4758,540.0,540.0
SHRIMP_9,Shrimp_V,"{'head': (0.7587, 0.6834), 'spine': (0.737, 0.7095), 'tail': (0.7117, 0.7292)}",2.1422,9.781,32.657295,759.4758,759.4758,540.0,540.0
SHRIMP_10,Shrimp_Straight,"{'head': (0.2889, 0.5292), 'spine': (0.3194, 0.5444), 'tail': (0.3469, 0.5573)}",2.092,9.5517,30.562582,759.4758,759.4758,540.0,540.0
SHRIMP_11,Shrimp_Straight,"{'head': (0.256, 0.7335), 'spine': (0.2312, 0.7335), 'tail': (0.2112, 0.732)}",1.6186,7.3902,14.15515,759.4758,759.4758,540.0,540.0
