ID,Pose,Keypoints_XY,Girth,ArcLength,Volume,fx,fy,cx,cy
SHRIMP_0,Shrimp_V,"{'head': (0.6249, 0.359), 'spine': (0.6565, 0.3339), 'tail': (0.6909, 0.3172)}",2.2976,10.4905,40.291929,850.2746,850.2746,540.0,540.0
SHRIMP_1,Shrimp_V,"{'head': (0.3485, 0.2425), 'spine': (0.315, 0.2414), 'tail': (0.2843, 0.2335)}",1.8953,8.6537,22.616942,850.2746,850.2746,540.0,540.0
SHRIMP_2,Shrimp_Straight,"{'head': (0.7892, 0.2144), 'spine': (0.8151, 0.1876), 'tail': (0.835, 0.167)}",2.2081,10.082,35.940123,850.2746,850.2746,540.0,540.0
SHRIMP_3,Shrimp_L,"{'head': (0.5277, 0.335), 'spine': (0.5154, 0.366), 'tail': (0.5399, 0.3855)}",1.9029,8.6884,22.726366,850.2746,850.2746,540.0,540.0
SHRIMP_4,Shrimp_^,"{'head': (0.3549, 0.4489), 'spine': (0.3236, 0.4533), 'tail': (0.3148, 0.4821)}",1.8272,8.3426,20.194384,850.2746,850.2746,540.0,540.0
SHRIMP_5,Shrimp_^,"{'head': (0.6861, 0.6931), 'spine': (0.7246, 0.6916), 'tail': (0.7389, 0.6577)}",2.2116,10.0978,35.80998,850.2746,850.2746,540.0,540.0
SHRIMP_6,Shrimp_V,"{'head': (0.1991, 0.347), 'spine': (0.1875, 0.377), 'tail': (0.1706, 0.4023)}",1.8098,8.2633,19.692382,850.2746,850.2746,540.0,540.0
SHRIMP_7,Shrimp_L,"{'head': (0.4281, 0.6034), 'spine': (0.4021, 0.6068), 'tail': (0.398, 0.6311)}",1.5079,6.8849,11.308313,850.2746,850.2746,540.0,540.0
SHRIMP_8,Shrimp_^,"{'head': (0.7978, 0.6224), 'spine': (0.7829, 0.6523), 'tail': (0.8028, 0.6772)}",1.9085,8.7139,23.012146,850.2746,850.2746,540.0,540.0
SHRIMP_9,Shrimp_L,"{'head': (0.6956, 0.5011), 'spine': (0.6533, 0.5161), 'tail': (0.6553, 0.5583)}",2.5451,11.6207,54.376481,850.2746,850.2746,540.0,540.0
SHRIMP_10,Shrimp_L,"{'head': (0.383, 0.3683), 'spine': (0.3455, 0.3463), 'tail': (0.3155, 0.374)}",2.4686,11.2714,49.618405,850.2746,850.2746,540.0,540.0
SHRIMP_11,Shrimp_^,"{'head': (0.6173, 0.5711), 'spine': (0.6092, 0.6111), 'tail': (0.6405, 0.6342)}",2.359,10.7707,43.456687,850.2746,850.2746,540.0,540.0
SHRIMP_12,Shrimp_V,"{'head': (0.8214, 0.4781), 'spine': (0.7988, 0.4558), 'tail': (0.7825, 0.4305)}",1.7907,8.1761,19.075012,850.2746,850.2746,540.0,540.0
SHRIMP_13,Shrimp_L,"{'head': (0.3939, 0.4349), 'spine': (0.4147, 0.4478), 'tail': (0.432, 0.4326)}",1.4057,6.4184,9.161873,850.2746,850.2746,540.0,540.0
SHRIMP_14,Shrimp_Straight,"{'head': (0.199, 0.6495), 'spine': (0.2354, 0.6391), 'tail': (0.2687, 0.6294)}",1.9858,9.0667,26.139063,850.2746,850.2746,540.0,540.0
SHRIMP_15,Shrimp_Straight,"{'head': (0.4543, 0.5347), 'spine': (0.4791, 0.5356), 'tail': (0.5012, 0.5361)}",1.4246,6.5047,9.652207,850.2746,850.2746,540.0,540.0
SHRIMP_16,Shrimp_^,"{'head': (0.518, 0.6134), 'spine': (0.5087, 0.6564), 'tail': (0.5421, 0.6817)}",2.5321,11.5611,53.742115,850.2746,850.2746,540.0,540.0
SHRIMP_17,Shrimp_^,"{'head': (0.3536, 0.6897), 'spine': (0.3253, 0.6894), 'tail': (0.3137, 0.7138)}",1.6297,7.4408,14.327923,850.2746,850.2746,540.0,540.0
SHRIMP_18,Shrimp_V,"{'head': (0.5917, 0.7773), 'spine': (0.5509, 0.7666), 'tail': (0.5155, 0.7483)}",2.3707,10.8243,44.261872,850.2746,850.2746,540.0,540.0
SHRIMP_19,Shrimp_^,"{'head': (0.2733, 0.2578), 'spine': (0.2316, 0.2541), 'tail': (0.2116, 0.2888)}",2.3893,10.909,45.151513,850.2746,850.2746,540.0,540.0
SHRIMP_20,Shrimp_V,"{'head': (0.1952, 0.5193), 'spine': (0.2144, 0.5062), 'tail': (0.2348, 0.4981)}",1.3174,6.015,7.595396,850.2746,850.2746,540.0,540.0
SHRIMP_21,Shrimp_V,"{'head': (0.5097, 0.24), 'spine': (0.5196, 0.2852), 'tail': (0.5193, 0.3288)}",2.6081,11.9083,58.936516,850.2746,850.2746,540.0,540.0
SHRIMP_22,Shrimp_Straight,"{'head': (0.7428, 0.2769), 'spine': (0.7211, 0.2962), 'tail': (0.7011, 0.3139)}",1.5233,6.9554,11.800515,850.2746,850.2746,540.0,540.0
SHRIMP_23,Shrimp_L,"{'head': (0.5108, 0.4478), 'spine': (0.5356, 0.4828), 'tail': (0.5739, 0.47)}",2.4446,11.1618,48.185961,850.2746,850.2746,540.0,540.0
SHRIMP_24,Shrimp_Straight,"{'head': (0.2797, 0.7282), 'spine': (0.2553, 0.7476), 'tail': (0.2349, 0.7636)}",1.7302,7.8999,17.290362,850.2746,850.2746,540.0,540.0
SHRIMP_25,Shrimp_^,"{'head': (0.4923, 0.7565), 'spine': (0.4669, 0.7274), 'tail': (0.4315, 0.7377)}",2.2138,10.1078,35.915929,850.2746,850.2746,540.0,540.0
SHRIMP_26,Shrimp_V,"{'head': (0.8353, 0.7942), 'spine': (0.816, 0.8228), 'tail': (0.7922, 0.8453)}",1.9399,8.8572,24.250637,850.2746,850.2746,540.0,540.0
