ID,Pose,Keypoints_XY,Girth,ArcLength,Volume,fx,fy,cx,cy
SHRIMP_0,Shrimp_V,"{'head': (0.6462, 0.4189), 'spine': (0.6223, 0.4311), 'tail': (0.5976, 0.4374)}",1.4319,6.5377,9.752335,919.9229,919.9229,540.0,540.0
SHRIMP_1,Shrimp_Straight,"{'head': (0.7766, 0.1234), 'spine': (0.7707, 0.1603), 'tail': (0.7635, 0.1954)}",1.8217,8.3175,20.180356,919.9229,919.9229,540.0,540.0
SHRIMP_2,Shrimp_L,"{'head': (0.6751, 0.7907), 'spine': (0.6403, 0.756), 'tail': (0.5996, 0.7778)}",2.5522,11.6529,54.830149,919.9229,919.9229,540.0,540.0
SHRIMP_3,Shrimp_^,"{'head': (0.3885, 0.3081), 'spine': (0.3789, 0.2756), 'tail': (0.3469, 0.2708)}",1.8055,8.2438,19.48525,919.9229,919.9229,540.0,540.0
SHRIMP_4,Shrimp_V,"{'head': (0.7034, 0.271), 'spine': (0.7378, 0.2464), 'tail': (0.7746, 0.2308)}",2.1915,10.0059,34.962985,919.9229,919.9229,540.0,540.0
SHRIMP_5,Shrimp_L,"{'head': (0.3196, 0.5538), 'spine': (0.3454, 0.5558), 'tail': (0.3543, 0.5331)}",1.3761,6.283,8.594378,919.9229,919.9229,540.0,540.0
SHRIMP_6,Shrimp_V,"{'head': (0.4928, 0.8433), 'spine': (0.5123, 0.821), 'tail': (0.5349, 0.8045)}",1.5466,7.0615,12.289292,919.9229,919.9229,540.0,540.0
SHRIMP_7,Shrimp_Straight,"{'head': (0.2611, 0.8104), 'spine': (0.2353, 0.8124), 'tail': (0.2135, 0.813)}",1.3374,6.1062,7.984493,919.9229,919.9229,540.0,540.0
SHRIMP_8,Shrimp_^,"{'head': (0.1393, 0.5701), 'spine': (0.1457, 0.601), 'tail': (0.175, 0.6078)}",1.6569,7.5652,15.058641,919.9229,919.9229,540.0,540.0
SHRIMP_9,Shrimp_Straight,"{'head': (0.8407, 0.5812), 'spine': (0.8219, 0.5529), 'tail': (0.8036, 0.5277)}",1.7015,7.7686,16.442879,919.9229,919.9229,540.0,540.0
SHRIMP_10,Shrimp_Straight,"{'head': (0.2659, 0.3004), 'spine': (0.246, 0.3331), 'tail': (0.2299, 0.3633)}",1.9899,9.0857,26.303403,919.9229,919.9229,540.0,540.0
SHRIMP_11,Shrimp_Straight,"{'head': (0.58, 0.3766), 'spine': (0.5554, 0.3579), 'tail': (0.5334, 0.3424)}",1.6442,7.5072,14.83833,919.9229,919.9229,540.0,540.0
SHRIMP_12,Shrimp_V,"{'head': (0.4001, 0.6099), 'spine': (0.3697, 0.6396), 'tail': (0.3356, 0.6608)}",2.2443,10.2469,37.55043,919.9229,919.9229,540.0,540.0
SHRIMP_13,Shrimp_Straight,"{'head': (0.7638, 0.7638), 'spine': (0.7262, 0.7824), 'tail': (0.6911, 0.7969)}",2.1574,9.8502,33.517966,919.9229,919.9229,540.0,540.0
SHRIMP_14,Shrimp_V,"{'head': (0.5097, 0.2563), 'spine': (0.5182, 0.2822), 'tail': (0.5206, 0.3078)}",1.4379,6.5654,9.87663,919.9229,919.9229,540.0,540.0
SHRIMP_15,Shrimp_V,"{'head': (0.4893, 0.5535), 'spine': (0.4782, 0.5258), 'tail': (0.4737, 0.498)}",1.5852,7.2377,13.232063,919.9229,919.9229,540.0,540.0
SHRIMP_16,Shrimp_L,"{'head': (0.7747, 0.3717), 'spine': (0.7533, 0.3586), 'tail': (0.7357, 0.3742)}",1.3187,6.0212,7.564063,919.9229,919.9229,540.0,540.0
SHRIMP_17,Shrimp_^,"{'head': (0.2839, 0.7014), 'spine': (0.2748, 0.6627), 'tail': (0.2376, 0.655)}",2.109,9.6292,31.052193,919.9229,919.9229,540.0,540.0
SHRIMP_18,Shrimp_V,"{'head': (0.7585, 0.6079), 'spine': (0.7291, 0.5961), 'tail': (0.7044, 0.5792)}",1.6684,7.6175,15.426741,919.9229,919.9229,540.0,540.0
SHRIMP_19,Shrimp_^,"{'head': (0.8379, 0.8092), 'spine': (0.8148, 0.8381), 'tail': (0.8305, 0.8697)}",1.9449,8.8799,24.352631,919.9229,919.9229,540.0,540.0
SHRIMP_20,Shrimp_^,"{'head': (0.8347, 0.6573), 'spine': (0.8478, 0.6808), 'tail': (0.8734, 0.6789)}",1.42,6.4835,9.478674,919.9229,919.9229,540.0,540.0
SHRIMP_21,Shrimp_Straight,"{'head': (0.3661, 0.3855), 'spine': (0.3539, 0.4286), 'tail': (0.3439, 0.4671)}",2.3403,10.6856,42.789929,919.9229,919.9229,540.0,540.0
SHRIMP_22,Shrimp_^,"{'head': (0.1137, 0.2114), 'spine': (0.156, 0.2384), 'tail': (0.1963, 0.2127)}",2.6166,11.9469,59.305106,919.9229,919.9229,540.0,540.0
