ID,Pose,Keypoints_XY,Girth,ArcLength,Volume,fx,fy,cx,cy
SHRIMP_0,Shrimp_V,"{'head': (0.7253, 0.4766), 'spine': (0.754, 0.506), 'tail': (0.7743, 0.5389)}",1.9511,8.9085,24.674546,1014.9556,1014.9556,540.0,540.0
SHRIMP_1,Shrimp_L,"{'head': (0.6522, 0.611), 'spine': (0.6981, 0.6092), 'tail': (0.7089, 0.5675)}",2.1856,9.9792,34.435417,1014.9556,1014.9556,540.0,540.0
SHRIMP_2,Shrimp_^,"{'head': (0.137, 0.3315), 'spine': (0.1588, 0.3669), 'tail': (0.1983, 0.3623)}",1.989,9.0814,26.048078,1014.9556,1014.9556,540.0,540.0
SHRIMP_3,Shrimp_Straight,"{'head': (0.8173, 0.6149), 'spine': (0.8452, 0.6044), 'tail': (0.8685, 0.5945)}",1.4194,6.4806,9.545457,1014.9556,1014.9556,540.0,540.0
SHRIMP_4,Shrimp_^,"{'head': (0.2031, 0.845), 'spine': (0.2035, 0.8133), 'tail': (0.1763, 0.8002)}",1.5051,6.8721,11.287361,1014.9556,1014.9556,540.0,540.0
SHRIMP_5,Shrimp_Straight,"{'head': (0.618, 0.2275), 'spine': (0.5636, 0.2276), 'tail': (0.5153, 0.2295)}",2.5393,11.594,54.65623,1014.9556,1014.9556,540.0,540.0
SHRIMP_6,Shrimp_L,"{'head': (0.2794, 0.4615), 'spine': (0.2562, 0.4139), 'tail': (0.2071, 0.4218)}",2.5042,11.4339,51.796366,1014.9556,1014.9556,540.0,540.0
SHRIMP_7,Shrimp_L,"{'head': (0.4149, 0.2871), 'spine': (0.4636, 0.2631), 'tail': (0.4552, 0.2129)}",2.565,11.7114,55.659839,1014.9556,1014.9556,540.0,540.0
SHRIMP_8,Shrimp_V,"{'head': (0.8794, 0.7216), 'spine': (0.8655, 0.7584), 'tail': (0.8451, 0.7895)}",1.8541,8.4655,21.173628,1014.9556,1014.9556,540.0,540.0
SHRIMP_9,Shrimp_V,"{'head': (0.7276, 0.1871), 'spine': (0.7583, 0.1494), 'tail': (0.7944, 0.121)}",2.2692,10.3609,38.81726,1014.9556,1014.9556,540.0,540.0
SHRIMP_10,Shrimp_V,"{'head': (0.3451, 0.3228), 'spine': (0.3102, 0.297), 'tail': (0.2835, 0.2661)}",2.0703,9.4526,29.476951,1014.9556,1014.9556,540.0,540.0
SHRIMP_11,Shrimp_^,"{'head': (0.8735, 0.2396), 'spine': (0.8337, 0.2295), 'tail': (0.8089, 0.2599)}",1.9416,8.8652,24.232077,1014.9556,1014.9556,540.0,540.0
SHRIMP_12,Shrimp_Straight,"{'head': (0.4314, 0.7212), 'spine': (0.451, 0.6792), 'tail': (0.4685, 0.6418)}",2.1424,9.7819,32.825387,1014.9556,1014.9556,540.0,540.0
SHRIMP_13,Shrimp_Straight,"{'head': (0.5496, 0.8068), 'spine': (0.5755, 0.8534), 'tail': (0.5976, 0.8917)}",2.5224,11.517,53.574972,1014.9556,1014.9556,540.0,540.0
SHRIMP_14,Shrimp_^,"{'head': (0.3671, 0.8558), 'spine': (0.3766, 0.8849), 'tail': (0.4056, 0.8883)}",1.4629,6.6795,10.364773,1014.9556,1014.9556,540.0,540.0
SHRIMP_15,Shrimp_^,"{'head': (0.601, 0.4534), 'spine': (0.6398, 0.4591), 'tail': (0.6603, 0.428)}",1.9048,8.6972,22.879976,1014.9556,1014.9556,540.0,540.0
SHRIMP_16,Shrimp_^,"{'head': (0.7224, 0.9322), 'spine': (0.7468, 0.8886), 'tail': (0.7189, 0.8499)}",2.3669,10.807,43.897185,1014.9556,1014.9556,540.0,540.0
SHRIMP_17,Shrimp_^,"{'head': (0.0873, 0.8562), 'spine': (0.1116, 0.8292), 'tail': (0.098, 0.7974)}",1.7159,7.8344,16.72412,1014.9556,1014.9556,540.0,540.0
SHRIMP_18,Shrimp_^,"{'head': (0.379, 0.7982), 'spine': (0.3443, 0.7592), 'tail': (0.2966, 0.7735)}",2.5003,11.4162,51.746982,1014.9556,1014.9556,540.0,540.0
SHRIMP_19,Shrimp_^,"{'head': (0.7189, 0.8098), 'spine': (0.7339, 0.7607), 'tail': (0.6974, 0.728)}",2.4567,11.217,49.085326,1014.9556,1014.9556,540.0,540.0
SHRIMP_20,Shrimp_L,"{'head': (0.1774, 0.2746), 'spine': (0.2205, 0.2824), 'tail': (0.2392, 0.2457)}",2.0693,9.4482,29.225703,1014.9556,1014.9556,540.0,540.0
SHRIMP_21,Shrimp_Straight,"{'head': (0.3128, 0.5559), 'spine': (0.2699, 0.5383), 'tail': (0.2333, 0.5224)}",2.2076,10.0796,35.91432,1014.9556,1014.9556,540.0,540.0
