ID,Pose,Keypoints_XY,Girth,ArcLength,Volume,fx,fy,cx,cy
SHRIMP_0,Shrimp_V,"{'head': (0.4912, 0.412), 'spine': (0.5197, 0.4493), 'tail': (0.5383, 0.4895)}",2.5055,11.4396,52.247649,908.2899,908.2899,540.0,540.0
SHRIMP_1,Shrimp_^,"{'head': (0.5835, 0.7125), 'spine': (0.5975, 0.7439), 'tail': (0.6302, 0.7444)}",1.8473,8.4343,20.867641,908.2899,908.2899,540.0,540.0
SHRIMP_2,Shrimp_^,"{'head': (0.3633, 0.6801), 'spine': (0.3868, 0.6641), 'tail': (0.3824, 0.6374)}",1.5419,7.0402,12.135831,908.2899,908.2899,540.0,540.0
SHRIMP_3,Shrimp_Straight,"{'head': (0.5336, 0.2862), 'spine': (0.5578, 0.2571), 'tail': (0.5787, 0.2329)}",2.019,9.2185,27.473796,908.2899,908.2899,540.0,540.0
SHRIMP_4,Shrimp_Straight,"{'head': (0.7194, 0.8615), 'spine': (0.7391, 0.8253), 'tail': (0.7543, 0.7917)}",2.0971,9.575,30.78611,908.2899,908.2899,540.0,540.0
SHRIMP_5,Shrimp_Straight,"{'head': (0.2128, 0.6692), 'spine': (0.2509, 0.6365), 'tail': (0.2855, 0.6076)}",2.4778,11.3131,50.778978,908.2899,908.2899,540.0,540.0
SHRIMP_6,Shrimp_V,"{'head': (0.1792, 0.2527), 'spine': (0.2082, 0.2277), 'tail': (0.24, 0.2106)}",2.018,9.2137,27.298164,908.2899,908.2899,540.0,540.0
SHRIMP_7,Shrimp_^,"{'head': (0.6942, 0.3484), 'spine': (0.6959, 0.3872), 'tail': (0.7301, 0.4013)}",2.0941,9.5613,30.400402,908.2899,908.2899,540.0,540.0
SHRIMP_8,Shrimp_Straight,"{'head': (0.4852, 0.7678), 'spine': (0.509, 0.7465), 'tail': (0.5298, 0.7266)}",1.6507,7.5368,15.014076,908.2899,908.2899,540.0,540.0
SHRIMP_9,Shrimp_^,"{'head': (0.3831, 0.1698), 'spine': (0.3573, 0.1483), 'tail': (0.3282, 0.162)}",1.7938,8.1902,19.107777,908.2899,908.2899,540.0,540.0
SHRIMP_10,Shrimp_Straight,"{'head': (0.4104, 0.3483), 'spine': (0.4184, 0.3766), 'tail': (0.426, 0.4023)}",1.5478,7.0671,12.378587,908.2899,908.2899,540.0,540.0
SHRIMP_11,Shrimp_V,"{'head': (0.8238, 0.3128), 'spine': (0.839, 0.3485), 'tail': (0.8457, 0.3846)}",2.0357,9.2945,28.022977,908.2899,908.2899,540.0,540.0
SHRIMP_12,Shrimp_V,"{'head': (0.2756, 0.478), 'spine': (0.2363, 0.4706), 'tail': (0.2016, 0.4557)}",2.1167,9.6646,31.504985,908.2899,908.2899,540.0,540.0
SHRIMP_13,Shrimp_^,"{'head': (0.6628, 0.1553), 'spine': (0.6625, 0.1879), 'tail': (0.6905, 0.2012)}",1.7364,7.9284,17.332921,908.2899,908.2899,540.0,540.0
SHRIMP_14,Shrimp_^,"{'head': (0.186, 0.3646), 'spine': (0.2032, 0.338), 'tail': (0.1871, 0.3124)}",1.6969,7.7477,16.174933,908.2899,908.2899,540.0,540.0
SHRIMP_15,Shrimp_V,"{'head': (0.6343, 0.8388), 'spine': (0.6483, 0.8182), 'tail': (0.6655, 0.8021)}",1.3209,6.0311,7.656198,908.2899,908.2899,540.0,540.0
SHRIMP_16,Shrimp_V,"{'head': (0.8041, 0.6179), 'spine': (0.8193, 0.5884), 'tail': (0.8394, 0.5643)}",1.7518,7.9987,17.860268,908.2899,908.2899,540.0,540.0
SHRIMP_17,Shrimp_^,"{'head': (0.3417, 0.2589), 'spine': (0.3777, 0.2367), 'tail': (0.3729, 0.1967)}",2.2623,10.3292,38.328999,908.2899,908.2899,540.0,540.0
