ID,Pose,Keypoints_XY,Girth,ArcLength,Volume,fx,fy,cx,cy
SHRIMP_0,Shrimp_Straight,"{'head': (0.5433, 0.6975), 'spine': (0.5533, 0.6598), 'tail': (0.5614, 0.6261)}",2.3867,10.8972,45.382644,761.566,761.566,540.0,540.0
SHRIMP_1,Shrimp_^,"{'head': (0.4469, 0.7605), 'spine': (0.4819, 0.7752), 'tail': (0.5088, 0.7508)}",2.4085,10.997,46.254083,761.566,761.566,540.0,540.0
SHRIMP_2,Shrimp_V,"{'head': (0.2362, 0.3476), 'spine': (0.2077, 0.3431), 'tail': (0.1824, 0.333)}",1.8105,8.2665,19.715378,761.566,761.566,540.0,540.0
SHRIMP_3,Shrimp_^,"{'head': (0.7622, 0.6543), 'spine': (0.7789, 0.621), 'tail': (0.7569, 0.5931)}",2.3586,10.7691,43.437046,761.566,761.566,540.0,540.0
SHRIMP_4,Shrimp_Straight,"{'head': (0.7298, 0.2536), 'spine': (0.6965, 0.2294), 'tail': (0.6661, 0.2104)}",2.5402,11.5982,54.715515,761.566,761.566,540.0,540.0
SHRIMP_5,Shrimp_^,"{'head': (0.1929, 0.6151), 'spine': (0.2063, 0.5995), 'tail': (0.1983, 0.5816)}",1.3147,6.0027,7.522516,761.566,761.566,540.0,540.0
SHRIMP_6,Shrimp_L,"{'head': (0.5185, 0.5471), 'spine': (0.5276, 0.5253), 'tail': (0.5105, 0.5112)}",1.5165,6.9242,11.503292,761.566,761.566,540.0,540.0
SHRIMP_7,Shrimp_L,"{'head': (0.7223, 0.7691), 'spine': (0.754, 0.7633), 'tail': (0.7574, 0.7332)}",2.0173,9.2106,27.075524,761.566,761.566,540.0,540.0
SHRIMP_8,Shrimp_Straight,"{'head': (0.4717, 0.4298), 'spine': (0.4431, 0.4149), 'tail': (0.4185, 0.4026)}",2.0827,9.5092,30.15637,761.566,761.566,540.0,540.0
SHRIMP_9,Shrimp_L,"{'head': (0.6483, 0.2634), 'spine': (0.6274, 0.2791), 'tail': (0.6358, 0.3021)}",1.6443,7.5078,14.664041,761.566,761.566,540.0,540.0
SHRIMP_10,Shrimp_V,"{'head': (0.5811, 0.3382), 'spine': (0.5525, 0.3092), 'tail': (0.5322, 0.2766)}",2.5705,11.7367,56.425093,761.566,761.566,540.0,540.0
SHRIMP_11,Shrimp_Straight,"{'head': (0.6223, 0.5475), 'spine': (0.6416, 0.5776), 'tail': (0.6578, 0.6034)}",2.2902,10.4567,40.098036,761.566,761.566,540.0,540.0
SHRIMP_12,Shrimp_Straight,"{'head': (0.6435, 0.7598), 'spine': (0.6233, 0.7421), 'tail': (0.6048, 0.7254)}",1.5995,7.3029,13.659306,761.566,761.566,540.0,540.0
SHRIMP_13,Shrimp_Straight,"{'head': (0.2845, 0.7618), 'spine': (0.3189, 0.7334), 'tail': (0.3498, 0.7071)}",2.5491,11.6387,55.291219,761.566,761.566,540.0,540.0
SHRIMP_14,Shrimp_L,"{'head': (0.7442, 0.3854), 'spine': (0.785, 0.3908), 'tail': (0.8009, 0.3555)}",2.5613,11.6946,55.420138,761.566,761.566,540.0,540.0
SHRIMP_15,Shrimp_L,"{'head': (0.3129, 0.3633), 'spine': (0.2942, 0.3437), 'tail': (0.2715, 0.3553)}",1.7145,7.8283,16.623063,761.566,761.566,540.0,540.0
SHRIMP_16,Shrimp_V,"{'head': (0.5286, 0.42), 'spine': (0.5238, 0.4415), 'tail': (0.515, 0.4603)}",1.4174,6.4717,9.460063,761.566,761.566,540.0,540.0
SHRIMP_17,Shrimp_V,"{'head': (0.7792, 0.4733), 'spine': (0.7853, 0.501), 'tail': (0.7852, 0.5279)}",1.7843,8.1466,18.869833,761.566,761.566,540.0,540.0
