ID,Pose,Keypoints_XY,Girth,ArcLength,Volume,fx,fy,cx,cy
SHRIMP_0,Shrimp_^,"{'head': (0.721, 0.4462), 'spine': (0.7288, 0.4106), 'tail': (0.7012, 0.3895)}",1.8958,8.6558,22.55523,940.2467,940.2467,540.0,540.0
SHRIMP_1,Shrimp_Straight,"{'head': (0.7114, 0.4899), 'spine': (0.6832, 0.5048), 'tail': (0.6578, 0.5178)}",1.6018,7.3138,13.720474,940.2467,940.2467,540.0,540.0
SHRIMP_2,Shrimp_Straight,"{'head': (0.3644, 0.731), 'spine': (0.3355, 0.7283), 'tail': (0.3104, 0.7249)}",1.4925,6.8145,11.097966,940.2467,940.2467,540.0,540.0
SHRIMP_3,Shrimp_Straight,"{'head': (0.6909, 0.2032), 'spine': (0.7109, 0.2357), 'tail': (0.7274, 0.2656)}",1.9048,8.6968,23.069043,940.2467,940.2467,540.0,540.0
SHRIMP_4,Shrimp_Straight,"{'head': (0.3715, 0.2843), 'spine': (0.3577, 0.255), 'tail': (0.3465, 0.2303)}",1.6721,7.6344,15.605303,940.2467,940.2467,540.0,540.0
SHRIMP_5,Shrimp_^,"{'head': (0.4781, 0.6504), 'spine': (0.4307, 0.661), 'tail': (0.4207, 0.7063)}",2.5377,11.5867,54.099884,940.2467,940.2467,540.0,540.0
SHRIMP_6,Shrimp_^,"{'head': (0.579, 0.3374), 'spine': (0.549, 0.3628), 'tail': (0.5589, 0.3991)}",2.0654,9.4304,29.16831,940.2467,940.2467,540.0,540.0
SHRIMP_7,Shrimp_Straight,"{'head': (0.4005, 0.4537), 'spine': (0.4073, 0.5024), 'tail': (0.4141, 0.5449)}",2.5195,11.5037,53.388886,940.2467,940.2467,540.0,540.0
SHRIMP_8,Shrimp_L,"{'head': (0.5257, 0.5486), 'spine': (0.5501, 0.5593), 'tail': (0.5664, 0.5403)}",1.386,6.3285,8.782355,940.2467,940.2467,540.0,540.0
SHRIMP_9,Shrimp_Straight,"{'head': (0.7807, 0.6952), 'spine': (0.753, 0.7072), 'tail': (0.7276, 0.7163)}",1.5139,6.9123,11.582782,940.2467,940.2467,540.0,540.0
SHRIMP_10,Shrimp_Straight,"{'head': (0.263, 0.5764), 'spine': (0.2927, 0.605), 'tail': (0.3197, 0.6291)}",2.0947,9.5643,30.682954,940.2467,940.2467,540.0,540.0
SHRIMP_11,Shrimp_Straight,"{'head': (0.292, 0.5328), 'spine': (0.3161, 0.5058), 'tail': (0.3379, 0.4822)}",1.8251,8.3331,20.293529,940.2467,940.2467,540.0,540.0
SHRIMP_12,Shrimp_L,"{'head': (0.8081, 0.5386), 'spine': (0.838, 0.5539), 'tail': (0.86, 0.5312)}",1.709,7.8029,16.462093,940.2467,940.2467,540.0,540.0
SHRIMP_13,Shrimp_^,"{'head': (0.7017, 0.6224), 'spine': (0.7367, 0.5866), 'tail': (0.7199, 0.5419)}",2.5924,11.8367,57.678654,940.2467,940.2467,540.0,540.0
SHRIMP_14,Shrimp_V,"{'head': (0.3675, 0.3609), 'spine': (0.3575, 0.3882), 'tail': (0.3427, 0.4114)}",1.5152,6.918,11.5554,940.2467,940.2467,540.0,540.0
