ID,Pose,Keypoints_XY,Girth,ArcLength,Volume,fx,fy,cx,cy
SHRIMP_0,Shrimp_Straight,"{'head': (0.6592, 0.4212), 'spine': (0.6623, 0.4514), 'tail': (0.6645, 0.4783)}",1.7192,7.8494,16.961125,851.419,851.419,540.0,540.0
SHRIMP_1,Shrimp_V,"{'head': (0.574, 0.775), 'spine': (0.596, 0.76), 'tail': (0.6193, 0.7508)}",1.5056,6.8742,11.336866,851.419,851.419,540.0,540.0
SHRIMP_2,Shrimp_^,"{'head': (0.5442, 0.3075), 'spine': (0.5777, 0.3082), 'tail': (0.5919, 0.2795)}",1.932,8.8214,23.874459,851.419,851.419,540.0,540.0
SHRIMP_3,Shrimp_Straight,"{'head': (0.4047, 0.5613), 'spine': (0.3819, 0.5536), 'tail': (0.3624, 0.5466)}",1.3991,6.3881,9.142183,851.419,851.419,540.0,540.0
SHRIMP_4,Shrimp_Straight,"{'head': (0.7351, 0.6108), 'spine': (0.721, 0.6393), 'tail': (0.7075, 0.6633)}",1.8158,8.2906,19.984605,851.419,851.419,540.0,540.0
SHRIMP_5,Shrimp_V,"{'head': (0.4028, 0.4261), 'spine': (0.4326, 0.4034), 'tail': (0.4646, 0.3887)}",2.1351,9.7486,32.333873,851.419,851.419,540.0,540.0
SHRIMP_6,Shrimp_L,"{'head': (0.1858, 0.4083), 'spine': (0.1648, 0.447), 'tail': (0.1938, 0.4765)}",2.4471,11.173,48.330945,851.419,851.419,540.0,540.0
SHRIMP_7,Shrimp_V,"{'head': (0.3763, 0.1997), 'spine': (0.4041, 0.1849), 'tail': (0.4328, 0.1769)}",1.7703,8.083,18.431,851.419,851.419,540.0,540.0
SHRIMP_8,Shrimp_V,"{'head': (0.2632, 0.8006), 'spine': (0.3052, 0.8094), 'tail': (0.342, 0.8262)}",2.3782,10.8586,44.684181,851.419,851.419,540.0,540.0
SHRIMP_9,Shrimp_^,"{'head': (0.2946, 0.4306), 'spine': (0.2688, 0.4039), 'tail': (0.2354, 0.4154)}",2.1244,9.6995,31.737084,851.419,851.419,540.0,540.0
SHRIMP_10,Shrimp_L,"{'head': (0.4647, 0.5911), 'spine': (0.4706, 0.5671), 'tail': (0.4507, 0.5553)}",1.4155,6.463,9.354415,851.419,851.419,540.0,540.0
SHRIMP_11,Shrimp_^,"{'head': (0.2863, 0.4887), 'spine': (0.2621, 0.5083), 'tail': (0.2693, 0.5371)}",1.7873,8.1605,18.900501,851.419,851.419,540.0,540.0
SHRIMP_12,Shrimp_V,"{'head': (0.6533, 0.3541), 'spine': (0.6607, 0.3208), 'tail': (0.6743, 0.2917)}",1.9363,8.8409,24.117059,851.419,851.419,540.0,540.0
SHRIMP_13,Shrimp_^,"{'head': (0.4682, 0.5038), 'spine': (0.4316, 0.495), 'tail': (0.4092, 0.5232)}",2.1793,9.9502,34.262593,851.419,851.419,540.0,540.0
SHRIMP_14,Shrimp_V,"{'head': (0.5409, 0.2516), 'spine': (0.5153, 0.243), 'tail': (0.4934, 0.2298)}",1.5318,6.9941,11.940652,851.419,851.419,540.0,540.0
SHRIMP_15,Shrimp_V,"{'head': (0.8037, 0.1828), 'spine': (0.8397, 0.1656), 'tail': (0.8764, 0.1572)}",2.2115,10.0976,35.932417,851.419,851.419,540.0,540.0
SHRIMP_16,Shrimp_L,"{'head': (0.7558, 0.2051), 'spine': (0.7746, 0.2346), 'tail': (0.8063, 0.2257)}",1.9392,8.8541,24.051795,851.419,851.419,540.0,540.0
SHRIMP_17,Shrimp_^,"{'head': (0.2878, 0.3438), 'spine': (0.314, 0.3147), 'tail': (0.2994, 0.2803)}",2.2527,10.2855,37.8444,851.419,851.419,540.0,540.0
