ID,Pose,Keypoints_XY,Girth,ArcLength,Volume,fx,fy,cx,cy
SHRIMP_0,Shrimp_Straight,"{'head': (0.3057, 0.2573), 'spine': (0.3192, 0.2066), 'tail': (0.333, 0.1641)}",2.5313,11.5573,54.139908,992.5945,992.5945,540.0,540.0
SHRIMP_1,Shrimp_^,"{'head': (0.8696, 0.598), 'spine': (0.8492, 0.5578), 'tail': (0.8062, 0.5592)}",2.1948,10.0213,35.002084,992.5945,992.5945,540.0,540.0
SHRIMP_2,Shrimp_^,"{'head': (0.8047, 0.338), 'spine': (0.8194, 0.3749), 'tail': (0.8573, 0.377)}",1.9467,8.8881,24.420541,992.5945,992.5945,540.0,540.0
SHRIMP_3,Shrimp_V,"{'head': (0.5257, 0.8279), 'spine': (0.5609, 0.819), 'tail': (0.5952, 0.8181)}",1.7583,8.0279,18.056912,992.5945,992.5945,540.0,540.0
SHRIMP_4,Shrimp_L,"{'head': (0.2625, 0.6781), 'spine': (0.2983, 0.7122), 'tail': (0.3387, 0.6893)}",2.3858,10.8932,44.790292,992.5945,992.5945,540.0,540.0
SHRIMP_5,Shrimp_L,"{'head': (0.2255, 0.3057), 'spine': (0.197, 0.3069), 'tail': (0.1903, 0.3329)}",1.3867,6.3315,8.795019,992.5945,992.5945,540.0,540.0
SHRIMP_6,Shrimp_L,"{'head': (0.8878, 0.7853), 'spine': (0.8821, 0.7333), 'tail': (0.8338, 0.7242)}",2.4967,11.3997,51.332691,992.5945,992.5945,540.0,540.0
SHRIMP_7,Shrimp_V,"{'head': (0.3566, 0.4359), 'spine': (0.3678, 0.462), 'tail': (0.3728, 0.4883)}",1.4007,6.3953,9.128737,992.5945,992.5945,540.0,540.0
SHRIMP_8,Shrimp_V,"{'head': (0.1713, 0.099), 'spine': (0.1605, 0.1257), 'tail': (0.1451, 0.1481)}",1.3892,6.3429,8.906153,992.5945,992.5945,540.0,540.0
SHRIMP_9,Shrimp_V,"{'head': (0.5252, 0.2361), 'spine': (0.5123, 0.2034), 'tail': (0.5073, 0.1705)}",1.7094,7.8049,16.5933,992.5945,992.5945,540.0,540.0
SHRIMP_10,Shrimp_Straight,"{'head': (0.31, 0.3011), 'spine': (0.3057, 0.3398), 'tail': (0.3027, 0.375)}",1.8646,8.5134,21.639471,992.5945,992.5945,540.0,540.0
SHRIMP_11,Shrimp_^,"{'head': (0.3193, 0.8848), 'spine': (0.28, 0.8533), 'tail': (0.237, 0.8747)}",2.4328,11.1076,47.663007,992.5945,992.5945,540.0,540.0
SHRIMP_12,Shrimp_^,"{'head': (0.7619, 0.2615), 'spine': (0.7327, 0.235), 'tail': (0.698, 0.2496)}",1.9255,8.7917,23.634244,992.5945,992.5945,540.0,540.0
SHRIMP_13,Shrimp_Straight,"{'head': (0.6769, 0.8659), 'spine': (0.6397, 0.885), 'tail': (0.6058, 0.8994)}",2.0043,9.1514,26.878629,992.5945,992.5945,540.0,540.0
SHRIMP_14,Shrimp_V,"{'head': (0.6311, 0.7427), 'spine': (0.6272, 0.7132), 'tail': (0.6296, 0.6852)}",1.4582,6.6579,10.300119,992.5945,992.5945,540.0,540.0
SHRIMP_15,Shrimp_^,"{'head': (0.7876, 0.5155), 'spine': (0.7569, 0.5139), 'tail': (0.7432, 0.5398)}",1.5186,6.9336,11.593168,992.5945,992.5945,540.0,540.0
SHRIMP_16,Shrimp_L,"{'head': (0.2157, 0.8694), 'spine': (0.1797, 0.8836), 'tail': (0.1827, 0.9198)}",1.8388,8.3955,20.504509,992.5945,992.5945,540.0,540.0
SHRIMP_17,Shrimp_Straight,"{'head': (0.1431, 0.515), 'spine': (0.1263, 0.5452), 'tail': (0.1136, 0.5716)}",1.6852,7.6942,15.974608,992.5945,992.5945,540.0,540.0
SHRIMP_18,Shrimp_^,"{'head': (0.5355, 0.5271), 'spine': (0.5757, 0.5608), 'tail': (0.621, 0.5395)}",2.5946,11.8466,57.823573,992.5945,992.5945,540.0,540.0
SHRIMP_19,Shrimp_V,"{'head': (0.6773, 0.67), 'spine': (0.7113, 0.6752), 'tail': (0.7416, 0.6871)}",1.6845,7.691,15.87753,992.5945,992.5945,540.0,540.0
SHRIMP_20,Shrimp_V,"{'head': (0.5468, 0.4108), 'spine': (0.5695, 0.4265), 'tail': (0.5871, 0.4457)}",1.3611,6.2146,8.376679,992.5945,992.5945,540.0,540.0
SHRIMP_21,Shrimp_L,"{'head': (0.4127, 0.696), 'spine': (0.4471, 0.7109), 'tail': (0.4698, 0.6839)}",1.8274,8.3437,20.12722,992.5945,992.5945,540.0,540.0
