ID,Pose,Keypoints_XY,Girth,ArcLength,Volume,fx,fy,cx,cy
SHRIMP_0,Shrimp_^,"{'head': (0.4064, 0.7331), 'spine': (0.3764, 0.7009), 'tail': (0.3365, 0.7138)}",2.6143,11.9366,59.151475,819.6905,819.6905,540.0,540.0
SHRIMP_1,Shrimp_^,"{'head': (0.785, 0.315), 'spine': (0.7529, 0.3273), 'tail': (0.7507, 0.3601)}",2.027,9.2551,27.571808,819.6905,819.6905,540.0,540.0
SHRIMP_2,Shrimp_^,"{'head': (0.4309, 0.5375), 'spine': (0.4317, 0.5057), 'tail': (0.4046, 0.4921)}",1.918,8.7571,23.356,819.6905,819.6905,540.0,540.0
SHRIMP_3,Shrimp_^,"{'head': (0.2228, 0.2712), 'spine': (0.1995, 0.2613), 'tail': (0.1816, 0.2774)}",1.4974,6.8369,11.114899,819.6905,819.6905,540.0,540.0
SHRIMP_4,Shrimp_V,"{'head': (0.555, 0.4486), 'spine': (0.5455, 0.4865), 'tail': (0.529, 0.5195)}",2.3169,10.5786,41.316589,819.6905,819.6905,540.0,540.0
SHRIMP_5,Shrimp_L,"{'head': (0.3231, 0.5594), 'spine': (0.3461, 0.5602), 'tail': (0.3532, 0.5398)}",1.3665,6.2392,8.415804,819.6905,819.6905,540.0,540.0
SHRIMP_6,Shrimp_L,"{'head': (0.7929, 0.3702), 'spine': (0.832, 0.3929), 'tail': (0.863, 0.3639)}",2.6068,11.9024,58.427966,819.6905,819.6905,540.0,540.0
SHRIMP_7,Shrimp_Straight,"{'head': (0.2419, 0.3682), 'spine': (0.2282, 0.3275), 'tail': (0.2183, 0.2937)}",2.5531,11.6572,55.555751,819.6905,819.6905,540.0,540.0
SHRIMP_8,Shrimp_L,"{'head': (0.6104, 0.6596), 'spine': (0.6384, 0.6421), 'tail': (0.6303, 0.6123)}",1.9471,8.8899,24.344898,819.6905,819.6905,540.0,540.0
SHRIMP_9,Shrimp_^,"{'head': (0.3652, 0.2658), 'spine': (0.353, 0.2231), 'tail': (0.3111, 0.2166)}",2.6158,11.9432,59.248819,819.6905,819.6905,540.0,540.0
SHRIMP_10,Shrimp_Straight,"{'head': (0.2945, 0.7964), 'spine': (0.3142, 0.7595), 'tail': (0.3324, 0.7258)}",2.2267,10.1668,36.854801,819.6905,819.6905,540.0,540.0
SHRIMP_11,Shrimp_^,"{'head': (0.5377, 0.6978), 'spine': (0.5475, 0.7234), 'tail': (0.5735, 0.7252)}",1.6362,7.4705,14.500192,819.6905,819.6905,540.0,540.0
SHRIMP_12,Shrimp_^,"{'head': (0.4921, 0.3454), 'spine': (0.5051, 0.3781), 'tail': (0.5386, 0.38)}",2.1161,9.6616,31.366754,819.6905,819.6905,540.0,540.0
SHRIMP_13,Shrimp_Straight,"{'head': (0.4266, 0.6339), 'spine': (0.4028, 0.625), 'tail': (0.3825, 0.6168)}",1.5284,6.9784,11.918254,819.6905,819.6905,540.0,540.0
SHRIMP_14,Shrimp_L,"{'head': (0.6934, 0.2428), 'spine': (0.6645, 0.2591), 'tail': (0.6713, 0.2895)}",1.9276,8.801,23.621895,819.6905,819.6905,540.0,540.0
SHRIMP_15,Shrimp_^,"{'head': (0.5208, 0.6324), 'spine': (0.5181, 0.5984), 'tail': (0.4876, 0.5871)}",2.0514,9.3665,28.579852,819.6905,819.6905,540.0,540.0
SHRIMP_16,Shrimp_Straight,"{'head': (0.8175, 0.5335), 'spine': (0.8104, 0.4912), 'tail': (0.8018, 0.4543)}",2.462,11.2413,49.819047,819.6905,819.6905,540.0,540.0
SHRIMP_17,Shrimp_Straight,"{'head': (0.1893, 0.5537), 'spine': (0.1773, 0.595), 'tail': (0.1694, 0.6302)}",2.5302,11.5525,54.072208,819.6905,819.6905,540.0,540.0
SHRIMP_18,Shrimp_V,"{'head': (0.6918, 0.523), 'spine': (0.6892, 0.4806), 'tail': (0.6955, 0.4409)}",2.4984,11.4073,51.805656,819.6905,819.6905,540.0,540.0
SHRIMP_19,Shrimp_Straight,"{'head': (0.4216, 0.4088), 'spine': (0.4488, 0.4341), 'tail': (0.473, 0.4569)}",2.1625,9.8735,33.7569,819.6905,819.6905,540.0,540.0
SHRIMP_20,Shrimp_V,"{'head': (0.3734, 0.7957), 'spine': (0.3859, 0.8211), 'tail': (0.3921, 0.8471)}",1.6508,7.5374,14.945199,819.6905,819.6905,540.0,540.0
SHRIMP_21,Shrimp_Straight,"{'head': (0.7187, 0.768), 'spine': (0.7092, 0.8049), 'tail': (0.699, 0.8353)}",2.2201,10.1367,36.528197,819.6905,819.6905,540.0,540.0
SHRIMP_22,Shrimp_^,"{'head': (0.5974, 0.3066), 'spine': (0.5752, 0.2784), 'tail': (0.5418, 0.2862)}",2.1384,9.7635,32.369748,819.6905,819.6905,540.0,540.0
SHRIMP_23,Shrimp_V,"{'head': (0.3535, 0.4265), 'spine': (0.3593, 0.4016), 'tail': (0.3697, 0.3799)}",1.5188,6.9347,11.638927,819.6905,819.6905,540.0,540.0
SHRIMP_24,Shrimp_V,"{'head': (0.718, 0.6827), 'spine': (0.6903, 0.7073), 'tail': (0.6597, 0.7243)}",2.1783,9.9458,34.335786,819.6905,819.6905,540.0,540.0
