ID,Pose,Keypoints_XY,Girth,ArcLength,Volume,fx,fy,cx,cy
SHRIMP_0,Shrimp_V,"{'head': (0.2682, 0.573), 'spine': (0.2543, 0.5401), 'tail': (0.2482, 0.507)}",1.9314,8.8183,23.93235,890.3335,890.3335,540.0,540.0
SHRIMP_1,Shrimp_Straight,"{'head': (0.7512, 0.5292), 'spine': (0.7518, 0.4986), 'tail': (0.751, 0.4716)}",1.6577,7.569,15.207581,890.3335,890.3335,540.0,540.0
SHRIMP_2,Shrimp_V,"{'head': (0.3811, 0.2446), 'spine': (0.3619, 0.21), 'tail': (0.3515, 0.1741)}",2.1295,9.7228,32.078334,890.3335,890.3335,540.0,540.0
SHRIMP_3,Shrimp_^,"{'head': (0.5087, 0.7095), 'spine': (0.5493, 0.6994), 'tail': (0.5568, 0.6602)}",2.2944,10.4758,39.984145,890.3335,890.3335,540.0,540.0
SHRIMP_4,Shrimp_Straight,"{'head': (0.7478, 0.319), 'spine': (0.7957, 0.3289), 'tail': (0.8354, 0.3388)}",2.6265,11.9923,60.486172,890.3335,890.3335,540.0,540.0
SHRIMP_5,Shrimp_L,"{'head': (0.4178, 0.3916), 'spine': (0.4277, 0.4307), 'tail': (0.4656, 0.4325)}",2.1989,10.0399,35.067399,890.3335,890.3335,540.0,540.0
SHRIMP_6,Shrimp_Straight,"{'head': (0.7516, 0.1889), 'spine': (0.7227, 0.2194), 'tail': (0.6963, 0.2476)}",2.049,9.3553,28.715244,890.3335,890.3335,540.0,540.0
SHRIMP_7,Shrimp_L,"{'head': (0.8011, 0.6338), 'spine': (0.846, 0.6166), 'tail': (0.8427, 0.5716)}",2.5553,11.6671,55.030111,890.3335,890.3335,540.0,540.0
SHRIMP_8,Shrimp_L,"{'head': (0.4014, 0.6197), 'spine': (0.4138, 0.5958), 'tail': (0.3956, 0.5782)}",1.4773,6.7451,10.633473,890.3335,890.3335,540.0,540.0
SHRIMP_9,Shrimp_Straight,"{'head': (0.4925, 0.388), 'spine': (0.5331, 0.3767), 'tail': (0.5684, 0.3679)}",2.3131,10.5611,41.311865,890.3335,890.3335,540.0,540.0
