ID,Pose,Keypoints_XY,Girth,ArcLength,Volume,fx,fy,cx,cy
SHRIMP_0,Shrimp_^,"{'head': (0.3097, 0.3543), 'spine': (0.2682, 0.3354), 'tail': (0.2352, 0.3637)}",2.5622,11.6985,55.682131,864.6034,864.6034,540.0,540.0
SHRIMP_1,Shrimp_^,"{'head': (0.6951, 0.5354), 'spine': (0.6733, 0.5224), 'tail': (0.6533, 0.536)}",1.4486,6.6139,10.062049,864.6034,864.6034,540.0,540.0
SHRIMP_2,Shrimp_Straight,"{'head': (0.4798, 0.5782), 'spine': (0.4511, 0.5507), 'tail': (0.4265, 0.5262)}",2.2203,10.1374,36.536334,864.6034,864.6034,540.0,540.0
SHRIMP_3,Shrimp_L,"{'head': (0.5534, 0.6089), 'spine': (0.576, 0.6485), 'tail': (0.6177, 0.6389)}",2.5474,11.6309,54.519979,864.6034,864.6034,540.0,540.0
SHRIMP_4,Shrimp_^,"{'head': (0.7993, 0.5932), 'spine': (0.8017, 0.555), 'tail': (0.7696, 0.5377)}",2.1385,9.7641,32.375562,864.6034,864.6034,540.0,540.0
SHRIMP_5,Shrimp_Straight,"{'head': (0.3147, 0.7187), 'spine': (0.2912, 0.727), 'tail': (0.2711, 0.7335)}",1.3772,6.288,8.7191,864.6034,864.6034,540.0,540.0
SHRIMP_6,Shrimp_Straight,"{'head': (0.3801, 0.7904), 'spine': (0.3791, 0.8259), 'tail': (0.3793, 0.8552)}",1.9696,8.9927,25.504153,864.6034,864.6034,540.0,540.0
SHRIMP_7,Shrimp_L,"{'head': (0.3647, 0.5998), 'spine': (0.3492, 0.6349), 'tail': (0.3765, 0.6583)}",2.1458,9.7973,32.586283,864.6034,864.6034,540.0,540.0
SHRIMP_8,Shrimp_V,"{'head': (0.7171, 0.3743), 'spine': (0.6822, 0.3588), 'tail': (0.6532, 0.3373)}",2.1374,9.7591,32.439066,864.6034,864.6034,540.0,540.0
SHRIMP_9,Shrimp_^,"{'head': (0.5042, 0.7735), 'spine': (0.468, 0.7619), 'tail': (0.4433, 0.7886)}",2.1395,9.7685,32.419293,864.6034,864.6034,540.0,540.0
SHRIMP_10,Shrimp_^,"{'head': (0.3893, 0.2782), 'spine': (0.4077, 0.2351), 'tail': (0.3779, 0.2019)}",2.6214,11.9689,59.632903,864.6034,864.6034,540.0,540.0
SHRIMP_11,Shrimp_Straight,"{'head': (0.8466, 0.7811), 'spine': (0.8193, 0.78), 'tail': (0.7938, 0.7774)}",1.4134,6.4534,9.425662,864.6034,864.6034,540.0,540.0
SHRIMP_12,Shrimp_L,"{'head': (0.2998, 0.2565), 'spine': (0.3057, 0.2271), 'tail': (0.2809, 0.2138)}",1.6645,7.5998,15.209801,864.6034,864.6034,540.0,540.0
SHRIMP_13,Shrimp_L,"{'head': (0.3619, 0.5427), 'spine': (0.3247, 0.5213), 'tail': (0.2954, 0.5489)}",2.393,10.9262,45.197878,864.6034,864.6034,540.0,540.0
SHRIMP_14,Shrimp_Straight,"{'head': (0.52, 0.3076), 'spine': (0.4882, 0.3204), 'tail': (0.4604, 0.3324)}",1.9005,8.6776,22.916008,864.6034,864.6034,540.0,540.0
SHRIMP_15,Shrimp_Straight,"{'head': (0.4858, 0.3666), 'spine': (0.4642, 0.4088), 'tail': (0.4456, 0.4466)}",2.6197,11.9613,60.018019,864.6034,864.6034,540.0,540.0
SHRIMP_16,Shrimp_Straight,"{'head': (0.7534, 0.2399), 'spine': (0.7544, 0.2867), 'tail': (0.7534, 0.3287)}",2.4558,11.2127,49.439537,864.6034,864.6034,540.0,540.0
SHRIMP_17,Shrimp_^,"{'head': (0.6195, 0.284), 'spine': (0.6613, 0.267), 'tail': (0.6634, 0.2241)}",2.5291,11.5473,53.550976,864.6034,864.6034,540.0,540.0
SHRIMP_18,Shrimp_V,"{'head': (0.52, 0.1552), 'spine': (0.5251, 0.1818), 'tail': (0.5244, 0.2073)}",1.4982,6.8404,11.170877,864.6034,864.6034,540.0,540.0
SHRIMP_19,Shrimp_Straight,"{'head': (0.594, 0.7706), 'spine': (0.5824, 0.7235), 'tail': (0.5714, 0.6811)}",2.5497,11.6416,55.332728,864.6034,864.6034,540.0,540.0
SHRIMP_20,Shrimp_L,"{'head': (0.797, 0.1382), 'spine': (0.8048, 0.1708), 'tail': (0.8362, 0.1726)}",1.8281,8.3469,20.150565,864.6034,864.6034,540.0,540.0
SHRIMP_21,Shrimp_V,"{'head': (0.6572, 0.1753), 'spine': (0.6189, 0.1958), 'tail': (0.5794, 0.2068)}",2.3931,10.9266,45.529,864.6034,864.6034,540.0,540.0
SHRIMP_22,Shrimp_Straight,"{'head': (0.2332, 0.5354), 'spine': (0.2505, 0.5068), 'tail': (0.267, 0.4816)}",1.8156,8.2896,19.977586,864.6034,864.6034,540.0,540.0
SHRIMP_23,Shrimp_L,"{'head': (0.7709, 0.7125), 'spine': (0.7803, 0.6859), 'tail': (0.7589, 0.6702)}",1.5679,7.1586,12.711666,864.6034,864.6034,540.0,540.0
SHRIMP_24,Shrimp_L,"{'head': (0.2062, 0.2), 'spine': (0.2046, 0.1697), 'tail': (0.177, 0.1629)}",1.6723,7.6356,15.425869,864.6034,864.6034,540.0,540.0
SHRIMP_25,Shrimp_L,"{'head': (0.8195, 0.3552), 'spine': (0.8097, 0.398), 'tail': (0.8456, 0.4184)}",2.412,11.0129,46.282549,864.6034,864.6034,540.0,540.0
SHRIMP_26,Shrimp_^,"{'head': (0.3914, 0.329), 'spine': (0.3906, 0.363), 'tail': (0.4197, 0.3774)}",1.9411,8.8627,24.211567,864.6034,864.6034,540.0,540.0
SHRIMP_27,Shrimp_V,"{'head': (0.3804, 0.6987), 'spine': (0.3858, 0.7288), 'tail': (0.3845, 0.7577)}",1.71,7.8077,16.611573,864.6034,864.6034,540.0,540.0
SHRIMP_28,Shrimp_^,"{'head': (0.5001, 0.4682), 'spine': (0.5249, 0.4884), 'tail': (0.5523, 0.4751)}",1.8284,8.3483,20.235859,864.6034,864.6034,540.0,540.0
SHRIMP_29,Shrimp_Straight,"{'head': (0.1433, 0.3939), 'spine': (0.1685, 0.3689), 'tail': (0.1925, 0.3481)}",1.9047,8.6966,23.067375,864.6034,864.6034,540.0,540.0
