ID,Pose,Keypoints_XY,Girth,ArcLength,Volume,fx,fy,cx,cy
SHRIMP_0,Shrimp_^,"{'head': (0.7444, 0.7916), 'spine': (0.7634, 0.8178), 'tail': (0.7937, 0.812)}",1.528,6.9768,11.810957,1034.9333,1034.9333,540.0,540.0
SHRIMP_1,Shrimp_Straight,"{'head': (0.0972, 0.34), 'spine': (0.1018, 0.3751), 'tail': (0.1079, 0.4068)}",1.5954,7.2843,13.555254,1034.9333,1034.9333,540.0,540.0
SHRIMP_2,Shrimp_^,"{'head': (0.4891, 0.4749), 'spine': (0.5018, 0.5035), 'tail': (0.5317, 0.504)}",1.4998,6.8477,11.167566,1034.9333,1034.9333,540.0,540.0
SHRIMP_3,Shrimp_^,"{'head': (0.3835, 0.9137), 'spine': (0.4369, 0.8968), 'tail': (0.4437, 0.8438)}",2.5963,11.8545,57.938966,1034.9333,1034.9333,540.0,540.0
SHRIMP_4,Shrimp_V,"{'head': (0.73, 0.6093), 'spine': (0.7152, 0.5806), 'tail': (0.7076, 0.5512)}",1.5154,6.9192,11.561033,1034.9333,1034.9333,540.0,540.0
SHRIMP_5,Shrimp_^,"{'head': (0.1846, 0.2106), 'spine': (0.2075, 0.1776), 'tail': (0.1881, 0.1445)}",1.8901,8.6299,22.353131,1034.9333,1034.9333,540.0,540.0
SHRIMP_6,Shrimp_^,"{'head': (0.1138, 0.8036), 'spine': (0.1478, 0.8432), 'tail': (0.1957, 0.8298)}",2.4069,10.9893,46.156642,1034.9333,1034.9333,540.0,540.0
SHRIMP_7,Shrimp_V,"{'head': (0.3262, 0.329), 'spine': (0.2892, 0.3556), 'tail': (0.2497, 0.3725)}",2.133,9.7389,32.237794,1034.9333,1034.9333,540.0,540.0
SHRIMP_8,Shrimp_^,"{'head': (0.3545, 0.1965), 'spine': (0.3849, 0.1932), 'tail': (0.3943, 0.1655)}",1.4489,6.6156,10.069987,1034.9333,1034.9333,540.0,540.0
SHRIMP_9,Shrimp_^,"{'head': (0.2849, 0.4671), 'spine': (0.3348, 0.4879), 'tail': (0.373, 0.4531)}",2.5646,11.7096,55.840174,1034.9333,1034.9333,540.0,540.0
SHRIMP_10,Shrimp_Straight,"{'head': (0.7975, 0.2976), 'spine': (0.835, 0.2786), 'tail': (0.8663, 0.2628)}",1.9261,8.7942,23.852504,1034.9333,1034.9333,540.0,540.0
SHRIMP_11,Shrimp_L,"{'head': (0.7782, 0.4127), 'spine': (0.8052, 0.4034), 'tail': (0.8041, 0.3767)}",1.3282,6.0642,7.727527,1034.9333,1034.9333,540.0,540.0
SHRIMP_12,Shrimp_L,"{'head': (0.5041, 0.9103), 'spine': (0.5426, 0.8716), 'tail': (0.5182, 0.8264)}",2.5031,11.4287,51.724752,1034.9333,1034.9333,540.0,540.0
SHRIMP_13,Shrimp_V,"{'head': (0.3004, 0.6207), 'spine': (0.3313, 0.6422), 'tail': (0.3555, 0.6684)}",1.7762,8.11,18.616217,1034.9333,1034.9333,540.0,540.0
SHRIMP_14,Shrimp_V,"{'head': (0.2043, 0.7554), 'spine': (0.212, 0.7121), 'tail': (0.228, 0.6737)}",2.0343,9.2881,27.965097,1034.9333,1034.9333,540.0,540.0
SHRIMP_15,Shrimp_V,"{'head': (0.836, 0.5345), 'spine': (0.8063, 0.5109), 'tail': (0.7839, 0.483)}",1.7621,8.0455,18.176083,1034.9333,1034.9333,540.0,540.0
SHRIMP_16,Shrimp_L,"{'head': (0.5157, 0.2669), 'spine': (0.5371, 0.3089), 'tail': (0.5807, 0.301)}",2.202,10.0538,35.21348,1034.9333,1034.9333,540.0,540.0
