ID,Pose,Keypoints_XY,Girth,ArcLength,Volume,fx,fy,cx,cy
SHRIMP_0,Shrimp_V,"{'head': (0.2182, 0.6101), 'spine': (0.2497, 0.6006), 'tail': (0.2807, 0.5983)}",1.9691,8.9908,25.364893,801.3107,801.3107,540.0,540.0
SHRIMP_1,Shrimp_V,"{'head': (0.4739, 0.5221), 'spine': (0.5038, 0.5225), 'tail': (0.5311, 0.5291)}",1.8154,8.2887,19.874225,801.3107,801.3107,540.0,540.0
SHRIMP_2,Shrimp_V,"{'head': (0.5143, 0.3136), 'spine': (0.5172, 0.2874), 'tail': (0.5252, 0.2638)}",1.5926,7.2714,13.417758,801.3107,801.3107,540.0,540.0
SHRIMP_3,Shrimp_Straight,"{'head': (0.3876, 0.3699), 'spine': (0.4283, 0.3632), 'tail': (0.4646, 0.358)}",2.4593,11.2286,49.649766,801.3107,801.3107,540.0,540.0
SHRIMP_4,Shrimp_V,"{'head': (0.798, 0.6399), 'spine': (0.8044, 0.6185), 'tail': (0.8148, 0.6002)}",1.336,6.1,7.921845,801.3107,801.3107,540.0,540.0
SHRIMP_5,Shrimp_V,"{'head': (0.3154, 0.497), 'spine': (0.3393, 0.4742), 'tail': (0.366, 0.4581)}",1.9976,9.1206,26.479301,801.3107,801.3107,540.0,540.0
SHRIMP_6,Shrimp_Straight,"{'head': (0.7268, 0.7781), 'spine': (0.7268, 0.8035), 'tail': (0.7254, 0.8246)}",1.5263,6.9687,11.868746,801.3107,801.3107,540.0,540.0
SHRIMP_7,Shrimp_^,"{'head': (0.7906, 0.4081), 'spine': (0.815, 0.3761), 'tail': (0.7971, 0.3421)}",2.4117,11.0113,46.433889,801.3107,801.3107,540.0,540.0
SHRIMP_8,Shrimp_L,"{'head': (0.2523, 0.4276), 'spine': (0.2299, 0.45), 'tail': (0.244, 0.4762)}",1.8875,8.6178,22.177123,801.3107,801.3107,540.0,540.0
SHRIMP_9,Shrimp_V,"{'head': (0.5349, 0.6468), 'spine': (0.4936, 0.6518), 'tail': (0.4545, 0.6478)}",2.5081,11.4514,52.409191,801.3107,801.3107,540.0,540.0
SHRIMP_10,Shrimp_^,"{'head': (0.6081, 0.3565), 'spine': (0.5878, 0.3782), 'tail': (0.5983, 0.4045)}",1.83,8.3557,20.289177,801.3107,801.3107,540.0,540.0
SHRIMP_11,Shrimp_L,"{'head': (0.2716, 0.2974), 'spine': (0.2406, 0.2788), 'tail': (0.2154, 0.3017)}",2.1584,9.8548,33.163326,801.3107,801.3107,540.0,540.0
SHRIMP_12,Shrimp_L,"{'head': (0.7276, 0.3216), 'spine': (0.7642, 0.3086), 'tail': (0.7624, 0.2721)}",2.2949,10.4782,39.863594,801.3107,801.3107,540.0,540.0
SHRIMP_13,Shrimp_L,"{'head': (0.6407, 0.3054), 'spine': (0.6096, 0.3006), 'tail': (0.5967, 0.3273)}",1.8969,8.6608,22.510372,801.3107,801.3107,540.0,540.0
SHRIMP_14,Shrimp_V,"{'head': (0.5936, 0.1873), 'spine': (0.5903, 0.224), 'tail': (0.5796, 0.2571)}",2.1937,10.0161,35.069085,801.3107,801.3107,540.0,540.0
SHRIMP_15,Shrimp_^,"{'head': (0.7393, 0.175), 'spine': (0.7233, 0.1934), 'tail': (0.7328, 0.2148)}",1.4702,6.7126,10.519525,801.3107,801.3107,540.0,540.0
SHRIMP_16,Shrimp_V,"{'head': (0.4055, 0.8277), 'spine': (0.3954, 0.7896), 'tail': (0.3939, 0.7524)}",2.3401,10.6846,42.570993,801.3107,801.3107,540.0,540.0
SHRIMP_17,Shrimp_V,"{'head': (0.6332, 0.5342), 'spine': (0.6368, 0.5643), 'tail': (0.634, 0.5927)}",1.8408,8.405,20.722823,801.3107,801.3107,540.0,540.0
SHRIMP_18,Shrimp_V,"{'head': (0.7325, 0.6611), 'spine': (0.7056, 0.6541), 'tail': (0.6822, 0.642)}",1.68,7.6708,15.752982,801.3107,801.3107,540.0,540.0
SHRIMP_19,Shrimp_L,"{'head': (0.2659, 0.203), 'spine': (0.2375, 0.2035), 'tail': (0.2302, 0.2291)}",1.6902,7.7172,15.92571,801.3107,801.3107,540.0,540.0
SHRIMP_20,Shrimp_V,"{'head': (0.4309, 0.7161), 'spine': (0.3977, 0.7111), 'tail': (0.3681, 0.6997)}",2.0218,9.2313,27.455242,801.3107,801.3107,540.0,540.0
SHRIMP_21,Shrimp_^,"{'head': (0.6624, 0.3926), 'spine': (0.6996, 0.409), 'tail': (0.7286, 0.3834)}",2.4669,11.2633,49.696204,801.3107,801.3107,540.0,540.0
