ID,Pose,Keypoints_XY,Girth,ArcLength,Volume,fx,fy,cx,cy
SHRIMP_0,Shrimp_^,"{'head': (0.4531, 0.6485), 'spine': (0.401, 0.6496), 'tail': (0.3811, 0.6951)}",2.5758,11.7606,56.572691,991.7004,991.7004,540.0,540.0
SHRIMP_1,Shrimp_Straight,"{'head': (0.1888, 0.4275), 'spine': (0.2149, 0.416), 'tail': (0.2389, 0.4063)}",1.3358,6.0992,7.957083,991.7004,991.7004,540.0,540.0
SHRIMP_2,Shrimp_^,"{'head': (0.5156, 0.3087), 'spine': (0.5358, 0.2678), 'tail': (0.5085, 0.2339)}",2.2488,10.2678,37.648572,991.7004,991.7004,540.0,540.0
SHRIMP_3,Shrimp_^,"{'head': (0.7787, 0.5523), 'spine': (0.7578, 0.5102), 'tail': (0.7129, 0.5113)}",2.308,10.5379,40.698772,991.7004,991.7004,540.0,540.0
SHRIMP_4,Shrimp_^,"{'head': (0.6279, 0.8333), 'spine': (0.6547, 0.8354), 'tail': (0.6673, 0.813)}",1.3233,6.0419,7.670654,991.7004,991.7004,540.0,540.0
SHRIMP_5,Shrimp_V,"{'head': (0.4029, 0.3454), 'spine': (0.3779, 0.3188), 'tail': (0.3603, 0.289)}",1.7947,8.1943,19.202779,991.7004,991.7004,540.0,540.0
SHRIMP_6,Shrimp_Straight,"{'head': (0.2107, 0.5315), 'spine': (0.2301, 0.5532), 'tail': (0.2482, 0.5719)}",1.3875,6.335,8.916117,991.7004,991.7004,540.0,540.0
SHRIMP_7,Shrimp_^,"{'head': (0.7488, 0.2715), 'spine': (0.7036, 0.2789), 'tail': (0.6918, 0.3209)}",2.2432,10.2422,37.368058,991.7004,991.7004,540.0,540.0
SHRIMP_8,Shrimp_V,"{'head': (0.503, 0.5053), 'spine': (0.554, 0.4888), 'tail': (0.6044, 0.4841)}",2.6195,11.9603,59.712227,991.7004,991.7004,540.0,540.0
SHRIMP_9,Shrimp_L,"{'head': (0.809, 0.8796), 'spine': (0.8534, 0.8714), 'tail': (0.8581, 0.8292)}",2.1622,9.8722,33.339563,991.7004,991.7004,540.0,540.0
SHRIMP_10,Shrimp_Straight,"{'head': (0.28, 0.6343), 'spine': (0.3197, 0.6389), 'tail': (0.3551, 0.6418)}",1.9033,8.6901,23.015327,991.7004,991.7004,540.0,540.0
SHRIMP_11,Shrimp_L,"{'head': (0.7057, 0.112), 'spine': (0.7092, 0.1477), 'tail': (0.7422, 0.1544)}",1.7192,7.8497,16.759701,991.7004,991.7004,540.0,540.0
